4.3333,-1.0,10,0,2,0,0
4.3333,-1.0,20,10,2,0,0
4.6667,-1.0,20,10,2,0,0
5.0000,-1.0,10,0,2,0,0
5.0000,-1.0,20,10,2,0,0
5.2222,-1.0,10,2,2,0,0
5.2222,-1.0,10,2,2,0,0
5.4444,-1.0,10,4,2,0,0
5.6667,-1.0,10,6,2,0,0
5.8889,-1.0,10,8,2,0,0
6.1111,-1.0,10,10,2,0,0
6.1111,-1.0,20,0,2,0,0
6.4444,-1.0,20,0,2,0,0
6.7778,-1.0,10,10,2,0,0
6.7778,-1.0,20,0,2,0,0
7.0000,-1.0,10,8,2,0,0
7.2222,-1.0,10,6,2,0,0
7.4444,-1.0,10,4,2,0,0
7.4444,-1.0,20,10,2,0,0
7.6667,-1.0,10,2,2,0,0
7.6667,-1.0,20,10,2,0,0
7.7778,-1.0,20,10,2,0,0
7.8889,-1.0,10,0,2,0,0
7.8889,-1.0,20,10,2,0,0
8.2222,-1.0,20,2,2,0,0
8.5556,-1.0,20,2,2,0,0
8.5556,-1.0,10,0,2,0,0
8.7778,-1.0,10,2,2,0,0
9.0000,-1.0,10,4,2,0,0
9.2222,-1.0,10,6,2,0,0
9.3333,-1.0,20,0,2,0,0
9.4444,-1.0,10,8,2,0,0
9.4444,-1.0,20,0,2,0,0
9.5556,-1.0,20,0,2,0,0
9.6667,-1.0,10,10,2,0,0
10.0000,-1.0,20,0,2,0,0
10.3333,-1.0,20,0,2,0,0
10.5556,-1.0,10,10,2,0,0
10.7778,-1.0,10,8,2,0,0
11.0000,-1.0,10,6,2,0,0
11.2222,-1.0,10,4,2,0,0
11.4444,-1.0,20,4,2,0,0
11.4444,-1.0,10,2,2,0,0
11.7778,-1.0,20,4,2,0,0
12.1111,-1.0,20,4,2,0,0
12.1111,-1.0,10,0,2,0,0
12.3333,-1.0,10,2,2,0,0
12.7778,-1.0,10,4,2,0,0
13.0000,-1.0,10,6,2,0,0
13.4444,-1.0,10,8,2,0,0
13.8889,-1.0,10,10,2,0,0
14.3333,-1.0,10,6,2,0,0
14.5556,-1.0,10,5,2,0,0
14.5556,-1.0,20,10,2,0,0
14.7778,-1.0,10,3,2,0,0
14.7778,-1.0,20,10,2,0,0
14.8889,-1.0,20,10,2,0,0
15.0000,-1.0,10,1,2,0,0
15.0000,-1.0,20,10,2,0,0
15.2222,-1.0,10,0,2,0,0
15.2222,-1.0,20,10,2,0,0
15.4444,-1.0,10,1,2,0,0
15.6667,-1.0,10,3,2,0,0
16.1111,-1.0,10,7,2,0,0
16.3333,-1.0,10,4,2,0,0
16.3333,-1.0,20,6,2,0,0
16.4444,-1.0,20,6,2,0,0
